City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,la passe,45.5549,-0.8967,11.29,79,0,3.73,FR,2025-03-24
344,yaren,-0.5472,166.916,26.82,84,49,5.2,NR,2025-03-24
345,maceio,-9.6658,-35.7353,28.58,60,20,7.2,BR,2025-03-24
346,labuan,5.2767,115.2417,25.08,99,20,0.0,MY,2025-03-24
347,mitu,1.1983,-70.1733,25.48,90,99,1.36,CO,2025-03-24
348,pacific grove,36.6177,-121.9166,18.72,64,0,1.54,US,2025-03-24
349,lazaro cardenas,17.9583,-102.2,28.06,55,88,4.91,MX,2025-03-24
350,nikolayevsk-on-amure,53.1406,140.73,-11.53,97,95,2.07,RU,2025-03-24
351,yeppoon,-23.1333,150.7333,24.68,78,100,8.29,AU,2025-03-24
352,puerto santa,-8.9906,-78.6456,23.39,74,16,4.99,PE,2025-03-24
353,codrington,-38.2667,141.9667,12.54,95,6,2.64,AU,2025-03-24
354,thompson,55.7435,-97.8558,-0.28,100,100,2.06,CA,2025-03-24
355,severomorsk,69.0689,33.4162,0.13,75,53,9.91,RU,2025-03-24
356,port-cartier,50.0334,-66.8654,-8.48,70,100,2.54,CA,2025-03-24
357,klaksvik,62.2266,-6.589,3.52,92,100,3.21,FO,2025-03-24
358,cidreira,-30.1811,-50.2056,28.59,69,55,5.41,BR,2025-03-24
359,montevista,7.6933,125.9889,21.96,97,98,0.67,PH,2025-03-24
360,crane,31.3974,-102.3501,24.4,21,0,3.8,US,2025-03-24
361,pegomas,43.5985,6.9303,11.49,84,0,1.03,FR,2025-03-24
362,nadi,-17.8,177.4167,24.09,96,75,0.0,FJ,2025-03-24
363,villarrica,-25.75,-56.4333,32.73,51,83,1.43,PY,2025-03-24
364,brokopondo,4.75,-55.1667,28.01,66,100,2.88,SR,2025-03-24
365,paoua,7.2427,16.4406,28.45,28,100,0.82,CF,2025-03-24
366,princeton,25.5384,-80.4089,28.69,63,75,5.14,US,2025-03-24
367,coaldale,49.7167,-112.6185,13.81,32,75,14.4,CA,2025-03-24
368,pathein,16.7833,94.7333,25.61,74,91,5.7,MM,2025-03-24
369,kuala tungkal,-0.8167,103.4667,25.25,92,100,2.85,ID,2025-03-24
370,reggane,26.7158,0.1714,29.56,7,77,4.65,DZ,2025-03-24
371,tanumah,27.1,44.1333,16.87,20,0,3.88,SA,2025-03-24
372,merowe,18.4833,31.8167,24.16,13,0,5.18,SD,2025-03-24
373,biltine,14.5333,20.9167,27.42,9,6,4.43,TD,2025-03-24
374,vorgashor,67.5833,63.95,-3.55,97,99,3.23,RU,2025-03-24
375,oak bay,48.4496,-123.3026,11.41,97,100,2.68,CA,2025-03-24
376,waiuku,-37.25,174.75,14.43,98,34,0.83,NZ,2025-03-24
377,mitchell,43.7094,-98.0298,11.19,57,100,6.17,US,2025-03-24
378,manistee,44.2445,-86.3242,1.55,88,100,10.29,US,2025-03-24
379,zakamensk,50.3741,103.2863,-7.18,60,84,1.1,RU,2025-03-24
380,puerto penasco,31.3167,-113.5333,23.09,44,0,4.12,MX,2025-03-24
381,mossel bay,-34.1831,22.146,18.83,83,10,0.46,ZA,2025-03-24
382,severobaykal'sk,55.65,109.3167,-12.08,92,100,1.66,RU,2025-03-24
383,northam,51.0333,-4.2167,8.79,87,11,2.27,GB,2025-03-24
384,newman,37.3138,-121.0208,23.11,51,0,0.45,US,2025-03-24
385,thinadhoo,0.5333,72.9333,28.42,73,4,1.73,MV,2025-03-24
386,pueblo nuevo,23.3833,-105.3833,23.04,9,97,3.39,MX,2025-03-24
387,kalmunai,7.4167,81.8167,26.06,87,28,2.78,LK,2025-03-24
388,sisimiut,66.9395,-53.6735,-5.54,72,100,3.62,GL,2025-03-24
389,tindouf,27.6711,-8.1474,20.92,23,0,9.77,DZ,2025-03-24
390,al bawiti,28.3492,28.8659,19.43,20,4,4.25,EG,2025-03-24
391,marsa alam,25.0757,34.8918,21.18,46,0,5.26,EG,2025-03-24
392,hammerfest,70.6634,23.6821,2.06,75,75,9.26,NO,2025-03-24
393,ngorongoro,-3.2397,35.4875,12.48,89,100,1.34,TZ,2025-03-24
394,masterton,-40.9597,175.6575,10.77,97,100,1.4,NZ,2025-03-24
395,judenburg,47.1667,14.6667,7.62,86,75,0.51,AT,2025-03-24
396,amga,60.8953,131.9608,-22.21,100,100,0.45,RU,2025-03-24
397,mikun',62.3547,50.0771,0.99,94,100,2.86,RU,2025-03-24
398,zambezi,-13.5432,23.1047,20.6,79,20,1.93,ZM,2025-03-24
399,smithers,54.7804,-127.1743,7.18,49,40,1.54,CA,2025-03-24
400,big spring,32.2504,-101.4787,24.62,17,0,5.14,US,2025-03-24
401,pass christian,30.3158,-89.2475,19.67,89,40,4.12,US,2025-03-24
402,dalnegorsk,44.5604,135.5701,-2.23,61,0,2.72,RU,2025-03-24
403,rio preto da eva,-2.6994,-59.6997,28.65,73,23,2.18,BR,2025-03-24
404,pallasovka,50.05,46.8833,3.78,37,83,2.28,RU,2025-03-24
405,emmiganur,15.7333,77.4833,28.37,46,30,3.36,IN,2025-03-24
406,neiafu,-18.65,-173.9833,28.38,83,75,2.57,TO,2025-03-24
407,galliano,29.4422,-90.2992,21.49,79,100,3.09,US,2025-03-24
408,turkmenbasy,40.0222,52.9552,7.23,74,100,4.12,TM,2025-03-24
409,tabas,33.5959,56.9244,13.22,56,21,5.3,IR,2025-03-24
410,new norfolk,-42.7826,147.0587,10.3,93,15,1.34,AU,2025-03-24
411,margate,51.3813,1.3862,8.1,85,16,1.54,GB,2025-03-24
412,estrela,-28.0611,-50.9383,25.52,43,48,2.42,BR,2025-03-24
413,kamphaeng phet,16.25,99.5,27.2,38,8,1.94,TH,2025-03-24
414,andergrove,-21.0833,149.1833,25.61,74,100,5.63,AU,2025-03-24
415,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-2.84,84,87,6.64,RU,2025-03-24
416,dalandzadgad,43.5708,104.425,0.84,38,64,4.64,MN,2025-03-24
417,akrehamn,59.2667,5.1833,5.63,96,75,5.14,NO,2025-03-24
418,acapulco de juarez,16.8634,-99.8901,26.01,57,75,3.6,MX,2025-03-24
419,kupang,-10.1667,123.5833,26.91,84,75,1.03,ID,2025-03-24
420,puerto deseado,-47.7503,-65.8938,16.55,59,29,6.1,AR,2025-03-24
421,la'ie,21.6477,-157.9253,25.98,72,0,1.34,US,2025-03-24
422,colac,-38.3333,143.5833,12.69,94,11,1.86,AU,2025-03-24
423,balykshi,47.0667,51.8667,5.57,31,0,3.0,KZ,2025-03-24
424,coquimbo,-29.9533,-71.3436,17.81,69,100,3.6,CL,2025-03-24
425,kuala terengganu,5.3302,103.1408,27.02,87,20,1.54,MY,2025-03-24
426,daura,11.5538,11.4085,28.48,13,74,5.16,NG,2025-03-24
427,pedernales,18.0384,-71.744,31.29,46,8,11.25,DO,2025-03-24
428,cruz del eje,-30.7264,-64.8039,17.38,89,100,2.39,AR,2025-03-24
429,fredonia,42.4401,-79.3317,7.86,82,100,8.23,US,2025-03-24
430,nikel,69.4128,30.222,2.97,69,100,9.9,RU,2025-03-24
431,dakhla,23.6848,-15.958,17.71,76,0,13.38,EH,2025-03-24
432,moussoro,13.6408,16.4901,29.03,7,5,6.95,TD,2025-03-24
433,aleksandrovskoye,44.7142,43.0008,5.61,73,6,4.54,RU,2025-03-24
434,alice springs,-23.7,133.8833,18.96,91,3,2.57,AU,2025-03-24
435,chibougamau,49.9168,-74.3659,-5.01,72,100,7.2,CA,2025-03-24
436,mount pearl,47.5166,-52.7813,4.14,62,75,10.8,CA,2025-03-24
437,horsham,51.064,-0.3272,8.44,80,0,2.06,GB,2025-03-24
438,monrovia,6.3005,-10.7969,27.87,86,100,4.03,LR,2025-03-24
439,happy valley-goose bay,53.3168,-60.3315,-7.81,65,20,5.14,CA,2025-03-24
440,caleta de carquin,-11.0925,-77.6267,24.49,71,13,4.61,PE,2025-03-24
441,mosjoen,65.836,13.1908,6.38,81,75,4.63,NO,2025-03-24
442,madalena,41.2162,-8.3345,9.91,88,63,1.04,PT,2025-03-24
443,agadez,19.75,10.25,24.36,6,0,3.57,NE,2025-03-24
444,kamloops,50.6665,-120.3192,7.21,81,100,2.06,CA,2025-03-24
445,sungai penuh,-2.0833,101.3833,19.11,96,100,1.2,ID,2025-03-24
446,los chavez,34.727,-106.7384,21.99,19,0,1.79,US,2025-03-24
447,darwin,-12.4611,130.8418,25.49,90,100,2.57,AU,2025-03-24
448,cannonvale,-20.2833,148.7,25.54,77,100,6.67,AU,2025-03-24
449,erenhot,43.6475,111.9767,0.18,62,98,11.42,CN,2025-03-24
450,guiuan,11.0333,125.7247,27.69,73,80,4.51,PH,2025-03-24
451,novyy urgal,51.0736,132.5642,-7.64,78,89,4.49,RU,2025-03-24
452,naze,28.3667,129.4833,17.85,87,5,4.25,JP,2025-03-24
453,moundou,8.5667,16.0833,31.49,15,100,1.97,TD,2025-03-24
454,dryden,49.7833,-92.7503,-1.4,70,40,4.12,CA,2025-03-24
455,juneau,58.3019,-134.4197,6.0,95,100,3.6,US,2025-03-24
456,porto belo,-27.1578,-48.5531,29.15,71,0,4.78,BR,2025-03-24
457,kodinsk,58.6881,99.1844,-6.92,98,100,1.36,RU,2025-03-24
458,daru,-9.0763,143.2092,25.12,93,100,1.24,PG,2025-03-24
459,savonlinna,61.8699,28.88,2.18,98,100,3.6,FI,2025-03-24
460,morfou,35.1981,32.9914,15.12,74,98,1.94,CY,2025-03-24
461,nuuk,64.1835,-51.7216,2.34,87,75,4.63,GL,2025-03-24
462,oyo,7.85,3.9333,28.96,62,90,3.04,NG,2025-03-24
463,shagonar,51.5333,92.8,-6.96,94,100,1.35,RU,2025-03-24
464,carutapera,-1.195,-46.02,28.28,74,88,3.48,BR,2025-03-24
465,mhamid,29.82,-5.72,21.65,20,0,4.52,MA,2025-03-24
466,luza,60.6308,47.2512,-3.21,97,53,2.04,RU,2025-03-24
467,shihezi,44.3,86.0333,6.64,98,98,2.93,CN,2025-03-24
468,tsetserleg,47.475,101.4542,-5.78,59,100,1.86,MN,2025-03-24
469,rongelap,11.1635,166.8941,27.0,68,100,7.2,MH,2025-03-24
470,al bukayriyah,26.1442,43.6593,16.31,19,0,2.46,SA,2025-03-24
471,harstad,68.799,16.5293,2.43,84,22,4.47,NO,2025-03-24
472,muleshoe,34.2265,-102.7238,23.36,17,0,6.66,US,2025-03-24
473,guerrero negro,27.9769,-114.0611,19.27,64,75,5.07,MX,2025-03-24
474,greymouth,-42.4667,171.2,13.45,84,100,0.05,NZ,2025-03-24
475,mejit,10.2753,170.8646,26.97,80,24,7.45,MH,2025-03-24
476,lompoc,34.6391,-120.4579,22.25,53,0,4.63,US,2025-03-24
477,qujing,25.4833,103.7833,10.42,60,10,2.52,CN,2025-03-24
478,castillos,-34.1667,-53.8333,24.24,62,17,5.07,UY,2025-03-24
479,rasony,55.9089,28.8126,3.27,98,100,2.96,BY,2025-03-24
480,torghay,49.6339,63.4981,-1.3,61,2,4.8,KZ,2025-03-24
481,wewak,-3.5534,143.6268,25.47,87,51,1.16,PG,2025-03-24
482,huarmey,-10.0681,-78.1522,24.97,70,12,4.92,PE,2025-03-24
483,sovetsk,55.0839,21.8785,4.68,76,100,1.12,RU,2025-03-24
484,port washington,40.8257,-73.6982,9.57,98,100,1.54,US,2025-03-24
485,turar ryskulov,42.5333,70.3333,9.13,94,100,0.74,KZ,2025-03-24
486,koungheul,13.9833,-14.8,36.78,12,35,1.42,SN,2025-03-24
487,abepura,-2.6333,140.5833,22.24,97,20,1.03,ID,2025-03-24
488,pont rouge,48.8833,-72.0825,-2.56,69,100,5.15,CA,2025-03-24
489,yeraliyev,43.2,51.65,5.06,97,100,8.54,KZ,2025-03-24
490,rio gallegos,-51.6226,-69.2181,18.03,42,0,12.86,AR,2025-03-24
491,antsiranana,-12.2787,49.2917,25.29,93,100,3.31,MG,2025-03-24
492,mpanda,-6.3655,31.0409,19.61,95,100,0.54,TZ,2025-03-24
493,remire-montjoly,4.9167,-52.2667,26.38,81,75,8.75,GF,2025-03-24
494,jinghong,21.991,100.7341,19.49,47,5,1.63,CN,2025-03-24
495,sasovo,54.3537,41.9199,3.0,65,3,3.92,RU,2025-03-24
496,khanty-mansiysk,61.0042,69.0019,-5.94,45,0,3.0,RU,2025-03-24
497,ban karon,7.8477,98.2985,27.82,74,28,3.62,TH,2025-03-24
498,fada,7.25,4.0667,26.67,80,100,2.37,NG,2025-03-24
499,ad dabbah,18.05,30.95,23.76,10,1,5.0,SD,2025-03-24
500,mermoz boabab,14.7065,-17.4758,21.02,72,19,5.14,SN,2025-03-24
501,tromso,69.6496,18.957,2.18,79,75,7.72,NO,2025-03-24
502,akbarabad,29.2464,52.7793,8.12,46,0,1.78,IR,2025-03-24
503,guangshui,31.6199,113.9978,15.65,61,0,2.12,CN,2025-03-24
504,nema,57.5067,50.5011,-4.93,100,66,1.52,RU,2025-03-24
505,ponta delgada,37.7333,-25.6667,15.53,75,20,4.63,PT,2025-03-24
506,bahau,2.8079,102.4049,25.2,95,100,0.48,MY,2025-03-24
507,hilo,19.7297,-155.09,26.17,71,75,1.54,US,2025-03-24
508,svetlyy,54.675,20.1347,3.63,91,53,1.39,RU,2025-03-24
509,humaita,-7.5061,-63.0208,28.97,83,100,1.77,BR,2025-03-24
510,sabang,5.8933,95.3214,28.34,75,78,4.08,ID,2025-03-24
511,derinkuyu,38.3751,34.7342,6.88,74,56,2.11,TR,2025-03-24
512,al kut,32.5147,45.819,15.78,26,0,6.21,IQ,2025-03-24
513,yuzhno-kurilsk,44.0306,145.8556,2.23,99,100,5.38,RU,2025-03-24
514,bamboo flat,11.7,92.7167,25.97,77,40,1.03,IN,2025-03-24
515,chornomors'k,46.305,30.6548,7.64,90,100,8.91,UA,2025-03-24
516,west bay,19.3667,-81.4167,30.43,70,20,6.69,KY,2025-03-24
517,gilgit,35.9221,74.3087,6.01,68,100,0.54,PK,2025-03-24
518,zaozersk,69.4005,32.4476,2.75,71,65,7.68,RU,2025-03-24
519,troitsk,54.0979,61.5773,-1.0,58,5,2.12,RU,2025-03-24
520,nushki,29.5542,66.0215,25.55,14,100,3.57,PK,2025-03-24
521,dongola,19.1667,30.4833,23.5,11,0,3.98,SD,2025-03-24
522,coeur d'alene,47.6777,-116.7805,12.35,80,100,4.63,US,2025-03-24
523,santa isabel,-23.3156,-46.2214,25.67,64,5,2.65,BR,2025-03-24
524,den burg,53.0542,4.7972,7.4,87,100,3.09,NL,2025-03-24
525,phan rang-thap cham,11.5667,108.9833,21.53,85,92,1.82,VN,2025-03-24
526,sampit,-2.5333,112.95,23.96,98,96,1.09,ID,2025-03-24
527,katsuura,35.1333,140.3,14.39,77,0,5.69,JP,2025-03-24
528,kozhevnikovo,56.2589,83.9714,-9.86,91,100,4.41,RU,2025-03-24
529,puducherry,11.9333,79.8167,26.47,74,1,3.73,IN,2025-03-24
530,coyhaique,-45.5752,-72.0662,22.34,41,5,0.51,CL,2025-03-24
531,ermoupolis,37.4423,24.9425,16.12,72,100,1.03,GR,2025-03-24
532,lhasa,29.65,91.1,-0.38,19,0,1.93,CN,2025-03-24
533,barra de santo antonio,-9.4047,-35.5072,28.56,61,0,4.04,BR,2025-03-24
534,nizhnesortymskiy,62.4397,71.7603,-12.59,95,100,2.25,RU,2025-03-24
535,ryazan',55.6744,36.6697,6.07,65,82,4.77,RU,2025-03-24
536,persembe,41.0656,37.7714,9.92,74,61,2.53,TR,2025-03-24
537,el nido,11.1858,119.3956,24.29,91,19,1.87,PH,2025-03-24
538,tarfaya,27.9358,-12.9218,17.75,74,0,10.76,MA,2025-03-24
539,mchinji,-13.7984,32.8802,18.9,96,100,1.47,MW,2025-03-24
540,champerico,14.3,-91.9167,35.16,62,5,7.07,GT,2025-03-24
541,guozhen,34.3659,107.359,16.06,39,0,2.71,CN,2025-03-24
542,tungipara,22.9,89.9167,21.12,51,0,1.82,BD,2025-03-24
543,kaga bandoro,6.9896,19.1874,28.69,40,11,1.43,CF,2025-03-24
544,extrema,-22.8547,-46.3183,25.99,68,12,1.58,BR,2025-03-24
545,hovd,48.0056,91.6419,-1.16,43,3,3.44,MN,2025-03-24
546,kondopoga,62.2057,34.2614,5.37,70,100,3.65,RU,2025-03-24
547,puerto aysen,-45.4,-72.7,22.75,45,3,0.37,CL,2025-03-24
548,santa lucia,27.9117,-15.5407,11.67,73,75,9.77,ES,2025-03-24
549,puerto ayacucho,5.6639,-67.6236,37.61,30,61,2.0,VE,2025-03-24
550,santa terezinha,-29.9002,-50.0904,28.49,75,100,3.57,BR,2025-03-24
551,solwezi,-12.1688,26.3894,19.77,84,100,1.64,ZM,2025-03-24
552,coahuayana de hidalgo,18.7,-103.6583,31.95,36,100,3.51,MX,2025-03-24
553,suwayr,30.1171,40.3893,16.2,22,0,2.16,SA,2025-03-24
554,matiri,-10.75,34.9,17.5,96,100,1.51,TZ,2025-03-24
555,justo daract,-33.8594,-65.1828,13.14,93,100,3.95,AR,2025-03-24
556,salinopolis,-0.6136,-47.3561,27.56,78,88,4.19,BR,2025-03-24
557,novyy urengoy,66.0833,76.6333,-22.62,100,78,2.74,RU,2025-03-24
558,tual,-5.6667,132.75,27.73,81,7,4.95,ID,2025-03-24
559,tucuma,-0.1833,-50.05,28.02,77,77,3.97,BR,2025-03-24
560,mangrol,21.1167,70.1167,25.7,68,0,3.59,IN,2025-03-24
561,dalhart,36.0595,-102.5133,22.48,17,0,4.63,US,2025-03-24
562,calbuco,-41.768,-73.1273,19.56,70,0,4.89,CL,2025-03-24
563,khuzdar,27.7384,66.6434,22.19,14,98,2.18,PK,2025-03-24
564,pangody,65.85,74.4859,-20.58,100,83,1.45,RU,2025-03-24
565,alofi,-19.0595,-169.9187,24.94,94,40,0.51,NU,2025-03-24
566,acarau,-2.8856,-40.12,28.22,74,20,4.56,BR,2025-03-24
567,east ballina,-28.8667,153.5833,22.05,81,100,3.79,AU,2025-03-24
568,awjilah,29.1081,21.2869,21.44,13,100,4.97,LY,2025-03-24
569,bereznik,62.8551,42.7072,-4.03,97,83,1.92,RU,2025-03-24
570,eyl,7.9803,49.8164,27.17,87,21,6.68,SO,2025-03-24
571,stellenbosch,-33.9346,18.8668,18.23,77,0,2.65,ZA,2025-03-24
572,makokou,0.5738,12.8642,23.8,80,83,0.87,GA,2025-03-24
573,kapchorwa,1.3965,34.4509,16.47,72,68,1.96,UG,2025-03-24
574,leava,-14.3,-178.1667,28.21,80,93,5.33,WF,2025-03-24
575,mahibadhoo,3.7833,72.9667,28.66,75,0,3.79,MV,2025-03-24
576,bodo,67.28,14.405,1.38,91,75,8.75,NO,2025-03-24
577,rio grande,-32.035,-52.0986,25.56,64,36,5.72,BR,2025-03-24
578,beli,7.8587,10.9719,30.1,16,41,0.87,NG,2025-03-24
579,rabigh,22.7986,39.0349,30.1,32,0,3.92,SA,2025-03-24
580,murzuq,25.9155,13.9184,25.85,5,0,4.8,LY,2025-03-24
581,helena valley west central,46.6629,-112.0604,11.68,55,100,7.2,US,2025-03-24
582,melfort,52.8667,-104.6177,0.63,94,100,1.54,CA,2025-03-24
583,paita,-5.0892,-81.1144,26.95,65,12,6.51,PE,2025-03-24
584,jiagedaqi,50.4167,124.1167,-10.73,94,100,1.19,CN,2025-03-24
585,shubarshi,48.5872,57.1869,3.77,73,100,4.72,KZ,2025-03-24
586,ghormach,35.7306,63.7826,7.03,89,100,2.65,AF,2025-03-24
587,beyneu,45.3167,55.2,4.52,76,100,4.45,KZ,2025-03-24
588,kapuskasing,49.4169,-82.4331,-0.14,80,100,6.17,CA,2025-03-24
589,mar del plata,-38.0023,-57.5575,17.52,68,1,6.71,AR,2025-03-24
590,tapes,-30.6733,-51.3958,29.1,63,56,6.33,BR,2025-03-24
591,piacabucu,-10.4056,-36.4344,29.06,66,10,4.92,BR,2025-03-24
592,madaoua,14.073,5.96,28.91,10,100,3.24,NE,2025-03-24
593,beira,-19.8436,34.8389,27.05,69,0,4.12,MZ,2025-03-24
594,monster,52.0258,4.175,7.86,84,100,3.09,NL,2025-03-24
595,vilhena,-12.7406,-60.1458,27.53,89,75,2.06,BR,2025-03-24
596,sao vicente,-23.9631,-46.3919,28.92,51,17,2.34,BR,2025-03-24
597,macapa,0.0389,-51.0664,27.71,78,40,4.63,BR,2025-03-24
598,papao,-17.75,-149.55,29.82,80,65,10.26,PF,2025-03-24
599,rondonopolis,-16.4708,-54.6356,28.86,72,100,1.48,BR,2025-03-24
600,okha,53.5739,142.9478,-4.45,96,100,6.23,RU,2025-03-24
